順位,キーワード,検索ボリューム(人),重複ボリューム(人),特徴度,検索時間差(日),男性割合(%),女性割合(%),10代（13歳〜）割合(%),20代割合(%),30代割合(%),40代割合(%),50代割合(%),60代割合(%),70代以上割合(%)
673,扁平上皮,5800,60,1.45,-0.087,24,76,3,11,10,26,26,13,11
674,風邪潜伏期間,6000,60,1.432,-0.439,27,73,4,6,7,15,27,27,14
675,下痢 吐き気 熱なし,6500,60,1.403,-0.077,27,73,2,15,26,25,20,8,4
676,胃カメラ 大腸カメラ 同時,6100,60,1.393,-0.822,28,72,1,3,15,36,28,11,6
677,気管,6400,60,1.382,-0.264,33,67,6,14,16,24,18,10,12
678,卵巣摘出後の症状,5600,60,1.382,-0.276,13,87,1,2,8,34,37,11,7
679,乳頭癌とは,6000,60,1.378,-0.099,20,80,1,5,11,23,26,20,14
680,動脈硬化とは,6300,60,1.353,-0.299,27,73,6,17,10,16,22,13,16
681,何科に行けばいいか分からない,6100,60,1.353,-0.265,20,80,2,17,23,23,20,9,6
682,宮崎県立病院,6500,60,1.333,-0.604,37,63,2,6,12,20,25,20,15
683,脂汗が出る原因,6600,60,1.321,-0.038,33,67,1,7,13,21,26,18,14
684,年金未納期間がある場合,6400,60,1.316,-0.501,35,65,0,3,9,23,35,26,4
685,腸に優しい食べ物,7000,60,1.312,-0.001,30,70,2,9,14,20,24,17,14
686,内臓の位置図,3200,50,1.883,-0.02,41,59,1,3,9,24,29,20,14
687,穿通枝,3500,50,1.836,-0.001,43,57,3,26,16,19,18,10,8
688,尿管がん,3800,50,1.792,-0.701,49,51,1,5,7,14,21,21,31
689,お腹と腰が痛い,3800,50,1.767,-0.001,22,78,6,13,15,24,25,12,5
690,紫斑病性腎炎,3500,50,1.753,-0.744,28,72,2,12,18,25,20,12,11
691,胃体部ポリープ,3300,50,1.746,-0.071,22,78,1,1,15,34,31,14,4
692,胃 キリキリ痛む 原因,3700,50,1.736,-0.688,27,73,5,18,30,23,16,5,3
693,ストレス 血便,3300,50,1.729,-0.026,39,61,2,18,29,29,16,4,2
694,胸の筋肉 痛い,3900,50,1.716,-0.366,36,64,1,7,12,20,26,21,13
695,貧血の症状,4000,50,1.705,-0.003,26,74,4,13,10,20,21,13,19
696,便意がない,3700,50,1.694,-0.074,32,68,3,6,11,16,21,20,23
697,腹痛に効く薬,3900,50,1.693,-0.311,36,64,8,17,13,19,20,12,11
698,mca 脳梗塞,4200,50,1.69,-0.022,29,71,0,39,22,19,11,5,4
699,腰とお腹が痛い,3800,50,1.684,-0.001,24,76,5,12,14,24,23,15,7
700,胃がもたれる 原因,3500,50,1.678,-0.336,66,34,2,4,8,19,26,20,21
701,乳腺腫瘍,4000,50,1.676,-0.093,17,83,2,7,14,27,27,15,8
702,右の背中が痛い 女性,3800,50,1.674,-0.004,6,94,1,6,12,24,32,17,8
703,下痢 胃痛,3500,50,1.673,-0.967,16,84,1,14,29,32,17,5,2
704,胃痛 飲み物,3900,50,1.665,-0.608,21,79,2,12,31,30,17,5,3
705,好酸球数,4200,50,1.664,-0.363,27,73,0,4,8,16,24,24,24
706,胸やけ,4300,50,1.656,-0.484,49,51,4,8,13,15,20,18,22
707,未分化癌とは,4400,50,1.646,-0.269,32,68,0,8,11,19,23,20,19
708,お腹に優しい飲み物,4200,50,1.632,-0.35,32,68,3,15,19,24,21,12,6
709,メロペン,4000,50,1.627,-0.638,40,60,0,20,17,24,22,10,7
710,収縮期血圧 拡張期血圧,4600,50,1.621,-0.03,26,74,8,35,15,14,13,9,6
711,虫垂炎 治療,4300,50,1.619,-0.005,37,63,3,14,14,25,22,14,8
712,朝 お腹痛い,4200,50,1.613,-0.078,28,72,19,27,23,19,9,2,1
713,おもゆ,4300,50,1.608,-0.654,37,63,4,14,25,21,17,10,9
714,お腹右下痛い,4100,50,1.606,-0.895,29,71,6,15,17,24,22,11,5
715,お腹の痛み,3800,50,1.605,-0.964,26,74,3,11,18,26,22,12,8
716,capdとは,4100,50,1.593,-0.564,32,68,1,19,13,17,21,16,13
717,血圧低下 原因 高齢者,4900,50,1.59,-0.055,33,67,0,4,4,13,23,25,31
718,前立腺肥大症 症状,4300,50,1.573,-0.544,60,40,2,11,6,13,22,21,25
719,洞房結節,4900,50,1.562,-0.044,38,62,30,32,8,11,10,5,4
720,胃に優しいスープ,4400,50,1.562,-0.987,20,80,2,9,17,30,23,11,8
721,急性腸炎 症状,4100,50,1.557,-0.639,27,73,3,11,13,18,24,17,14
722,背中が痛い 息苦しい,4500,50,1.552,-0.096,26,74,5,11,16,21,22,13,12
723,帯状疱疹かゆい場合,4200,50,1.547,-0.594,23,77,2,2,3,15,36,29,13
724,内臓の位置,4200,50,1.542,-0.671,43,57,2,5,12,23,26,18,14
725,婦人科疾患とは,4000,50,1.538,-0.007,9,91,3,14,18,28,25,8,4
726,冠動脈疾患とは,5200,50,1.537,-0.013,31,69,3,9,7,12,19,23,27
727,ジャクソンリース,4900,50,1.535,-0.228,28,72,0,39,24,20,12,3,2
728,大腸がん 生存率,4900,50,1.528,-0.378,45,55,3,16,22,29,13,8,9
729,人体図 内臓 位置,4800,50,1.522,-0.002,40,60,1,2,4,12,20,23,38
730,溶血性尿毒症症候群,4600,50,1.521,-0.79,30,70,4,24,20,22,16,9,5
731,自律神経失調症 仕事,4400,50,1.514,-0.697,30,70,2,30,28,20,13,5,2
732,肝臓 役割,4900,50,1.509,-0.225,48,52,12,23,23,23,13,4,2
733,年金分割 情報通知書,4700,50,1.505,-0.945,23,77,0,2,10,24,36,21,7
734,急に背中が痛くなる原因,4500,50,1.492,-0.171,31,69,3,10,13,24,24,16,10
735,ストレス 胃が痛い,4600,50,1.48,-0.219,31,69,6,24,31,24,10,4,1
736,咳と鼻水 熱なし,4700,50,1.475,-0.15,26,74,8,13,18,21,18,13,9
737,脳出血 症状,4800,50,1.471,-0.765,31,69,6,29,20,21,13,6,5
738,左 肋骨下 痛み,4400,50,1.468,-0.176,30,70,1,7,20,33,26,10,3
739,ピロリ菌検査 毎年必要か,4700,50,1.462,-0.021,29,71,1,2,9,23,34,20,11
740,右脇腹が痛い,5000,50,1.453,-0.868,40,60,1,4,8,13,22,24,28
741,リバゼブ配合錠,5500,50,1.424,-0.769,40,60,0,9,12,18,24,22,15
742,まつざきクリニック,5000,50,1.422,-0.69,28,72,1,6,15,26,26,15,11
743,疲れているのに眠れない,5000,50,1.416,-0.946,22,78,4,19,24,24,18,8,3
744,腎孟腎炎,4600,50,1.412,-0.711,48,52,2,11,19,22,24,14,8
745,肺塞栓症 症状,5400,50,1.383,-0.561,28,72,1,13,9,13,18,20,26
746,昇圧剤,5300,50,1.378,-0.274,35,65,1,17,18,23,21,13,7
747,わかめ 消化に良いか,4900,50,1.371,-0.622,33,67,3,14,26,26,17,9,5
748,感染性胃腸炎 原因,5300,50,1.34,-0.821,34,66,3,19,15,16,18,18,11
749,腹痛 ロキソニン,5800,50,1.338,-0.694,36,64,3,19,28,26,15,6,3
750,ロキソニン 腹痛,5500,50,1.335,-0.668,32,68,7,25,23,22,15,5,3
751,血液検査 alpとは,5400,50,1.331,-0.028,27,73,1,2,4,22,31,22,18
752,smrとは,5500,50,1.323,-0.908,56,44,1,12,13,22,22,13,17
753,お腹痛い ストレス,6100,50,1.302,-0.978,18,82,14,24,20,21,15,4,2
754,尿酸とは,3600,40,1.641,-0.178,42,58,5,25,15,19,16,8,12
755,ジメチコン錠,3800,40,1.614,-0.835,30,70,1,5,8,16,23,20,27
756,大腸 英語,3500,40,1.614,-0.787,43,57,5,11,12,19,24,15,14
757,右心不全 症状,3700,40,1.59,-0.394,30,70,4,38,13,14,16,9,6
758,肩甲骨の間が痛い 原因,3600,40,1.586,-0.112,26,74,2,11,21,25,26,11,4
759,くも膜下出血 治療,3700,40,1.58,-0.914,35,65,3,15,11,19,24,15,13
760,吐き気 腹痛,3600,40,1.58,-0.652,22,78,9,26,26,22,12,3,2
761,脳に酸素がいかない症状,3500,40,1.574,-0.702,28,72,2,10,14,23,25,15,11
762,右足裏 ツボ,3300,40,1.574,-0.001,24,76,1,6,20,34,29,7,3
763,食道に詰まった感じ,3600,40,1.553,-0.07,27,73,4,11,11,19,25,17,13
764,胃腸内科 消化器内科,3700,40,1.533,-0.249,27,73,0,7,17,30,26,12,8
765,食後すぐに下痢,3800,40,1.527,-0.616,19,81,1,16,25,25,18,10,5
766,心停止,3900,40,1.521,-0.339,41,59,5,23,17,20,19,10,6
767,硬性下疳,3400,40,1.514,-0.466,59,41,2,30,24,20,14,6,4
768,子癇,3800,40,1.513,-0.145,29,71,2,32,21,14,12,12,7
769,胃液,4100,40,1.512,-0.439,34,66,11,18,15,17,14,11,14
770,ツムラ60 効果,4000,40,1.489,-0.029,23,77,1,2,3,13,24,27,30
771,お腹痛いのに便出ない,3700,40,1.474,-0.383,14,86,11,29,27,19,8,4,2
772,筋電図検査,3600,40,1.471,-0.972,35,65,2,11,10,19,25,16,17
773,視床,4100,40,1.465,-0.437,48,52,7,24,15,17,16,11,10
774,腎嚢胞とは,3400,40,1.461,-0.056,38,62,1,4,7,19,29,21,19
775,オペ,4400,40,1.448,-0.958,45,55,2,7,9,16,21,20,25
776,腹痛 ストレス,4000,40,1.442,-0.011,29,71,12,27,25,20,11,3,2
777,南魚沼市民病院,3600,40,1.433,-0.007,51,49,0,6,12,21,27,20,14
778,ノイロトロピン 副作用,3800,40,1.415,-0.002,26,74,1,4,7,16,24,22,26
779,水島第一病院,4200,40,1.406,-0.804,43,57,1,9,15,22,26,16,11
780,自律神経 めまい,4400,40,1.399,-0.016,23,77,1,9,23,30,22,10,5
781,薬副作用,4100,40,1.397,-0.608,29,71,5,5,5,15,27,24,19
782,腰が痛い 腎臓,3800,40,1.387,-0.005,32,68,1,5,13,26,32,13,10
783,吐き気 腹痛 熱なし,3700,40,1.384,-0.095,21,79,5,15,25,30,16,6,3
784,こたつカバー,4200,40,1.38,-0.87,18,82,1,5,11,24,26,16,17
785,背中 つるような痛み,4100,40,1.377,-0.045,38,62,2,11,25,34,21,5,2
786,更年期めまい特徴,3800,40,1.376,-0.007,10,90,0,1,1,26,66,5,1
787,血の巡りをよくする 漢方,3700,40,1.372,-0.337,13,87,0,4,12,27,29,17,11
788,コーヒーの効能,4500,40,1.371,-0.014,49,51,0,1,2,6,15,29,47
789,空気嚥下症,4100,40,1.367,-0.001,27,73,9,19,18,19,17,11,7
790,後天的とは,4500,40,1.362,-0.057,38,62,17,19,13,18,18,7,8
791,子供 ゲップが多い,3600,40,1.362,-0.051,17,83,0,3,39,48,6,2,2
792,脇腹 肉離れ,4400,40,1.354,-0.093,50,50,2,6,14,22,27,18,11
793,お腹の張り 薬,3800,40,1.352,-0.802,24,76,1,12,16,29,24,12,6
794,糖尿病 入院,3800,40,1.35,-0.078,42,58,3,9,19,26,25,11,7
795,手のひらツボ 図解,4500,40,1.349,-0.019,20,80,1,5,10,27,36,16,5
796,平等寺,4700,40,1.341,-0.64,38,62,1,4,9,17,23,23,23
797,用法とは 意味,4000,40,1.335,-0.64,25,75,6,8,12,30,24,12,8
798,帯状疱疹後神経痛 薬,4500,40,1.327,-0.01,37,63,0,2,4,10,22,29,33
799,シンバイオティクス,5000,40,1.32,-0.956,28,72,1,8,15,24,26,15,11
800,肝炎検査とは,4600,40,1.32,-0.135,31,69,0,3,8,26,29,21,13
801,アンカークリニック船堀,3300,30,1.463,-0.478,30,70,1,9,16,26,29,13,6
802,右 腰 後ろ 痛み,3100,30,1.428,-0.002,24,76,2,3,15,35,35,8,2
803,胃カメラとバリウムどっちがいい,3100,30,1.415,-0.331,31,69,0,2,15,28,33,15,7
804,カンピロバクター 薬,3500,30,1.392,-0.455,37,63,3,28,22,23,18,4,2
805,足の骨が痛い,3600,30,1.388,-0.803,26,74,6,10,13,20,23,15,13
806,オンボー,3100,30,1.363,-0.165,55,45,1,8,17,26,25,15,8
807,消化器外科学会,3100,30,1.354,-0.606,81,19,0,4,20,36,22,13,5
808,便が硬くて出ない 対処,3800,30,1.351,-0.805,29,71,3,8,13,17,22,17,20
809,乙字湯 効果,3800,30,1.349,-0.756,29,71,1,5,11,21,23,18,21
810,弾圧ストッキング,3900,30,1.346,-0.062,15,85,1,3,6,17,25,20,28
811,水下痢 薬,3300,30,1.344,-0.001,36,64,2,14,24,25,20,10,5
812,病理検査,3300,30,1.339,-0.982,41,59,2,8,16,25,25,13,11
813,腰痛 吐き気,3300,30,1.336,-0.689,30,70,2,18,30,26,16,5,3
814,プリン体 アルコール,3200,30,1.328,-0.006,63,37,1,6,10,22,28,19,14
815,ストマ 身体障害者手帳,3600,30,1.325,-0.117,21,79,0,4,9,20,30,20,17
816,医療費 高額療養費制度,3600,30,1.32,-0.222,31,69,0,3,11,24,31,19,12
817,子宮鏡手術,3200,30,1.313,-0.013,8,92,0,7,26,37,20,6,4
818,鹿児島厚生連病院,3400,30,1.312,-0.461,49,51,1,4,8,21,28,21,17
819,いづろ今村病院,3400,30,1.31,-0.007,41,59,1,5,10,23,29,19,13
1,十二指腸潰瘍 症状,32700,6100,4.367,0.001,31,69,1,7,11,18,25,20,18
2,過敏性腸症候群,413000,5500,1.707,0.001,25,75,7,15,18,24,19,10,7
3,十二指腸,42700,4700,3.836,0,40,60,4,9,12,19,21,18,17
4,ピロリ菌,224000,4600,2.141,0.006,39,61,2,8,15,23,23,16,13
5,大腸内視鏡検査,320000,3700,1.574,0.133,34,66,0,2,6,20,29,24,19
6,胃潰瘍,59300,3300,3.152,0,39,61,6,20,20,18,16,10,10
7,腎臓病の症状,274000,3000,1.55,0.002,40,60,0,2,5,13,22,25,33
8,膵炎 症状,127000,2800,2.197,0.062,34,66,1,6,11,21,26,19,16
9,胆嚢炎,135000,2700,2.138,0.001,35,65,1,6,11,19,24,20,19
10,ピロリ菌検査,149000,2700,2.029,0.042,32,68,1,4,12,22,26,20,15
11,クローン病,245000,2700,1.529,0.047,32,68,3,12,15,21,22,15,12
12,十二指腸潰瘍 原因,8800,2600,4.82,0.001,31,69,2,9,12,20,25,18,14
13,十二指腸がん,15400,2600,4.287,0.001,36,64,1,4,7,16,24,23,25
14,尿管結石,268000,2600,1.372,0.395,46,54,2,10,16,23,25,14,10
15,大腸がん,193000,2500,1.677,0.001,37,63,1,5,9,18,24,21,22
16,胆石,146000,2400,1.93,0.001,37,63,1,6,12,21,24,19,17
17,食道癌 初期症状,166000,2400,1.793,0.021,38,62,1,4,7,17,28,24,19
18,ファモチジン,206000,2400,1.575,0.094,29,71,1,10,14,22,24,16,13
19,消化の良い食べ物,236000,2300,1.405,0.395,30,70,1,6,12,20,27,20,14
20,憩室炎,191000,2200,1.596,0.423,32,68,1,6,11,19,24,21,18
21,ランソプラゾール,188000,2200,1.586,0.254,32,68,1,9,10,17,23,20,20
22,子宮内膜症,242000,2200,1.332,0.013,15,85,4,20,24,25,15,7,5
23,心筋梗塞,251000,2200,1.303,0,41,59,2,8,10,18,23,19,20
24,逆流性食道炎 症状,129000,2100,1.926,0.397,28,72,3,10,12,17,22,19,17
25,十二指腸潰瘍 食事,4000,1900,5.284,0.023,33,67,1,8,10,18,25,20,18
26,萎縮性胃炎,86200,1900,2.216,0.005,29,71,0,3,10,19,26,22,20
27,エソメプラゾールカプセル20mg,124000,1900,1.853,0.269,33,67,1,6,9,18,23,21,22
28,肝硬変 症状,149000,1900,1.663,0,39,61,1,7,13,22,26,17,14
29,鼠径ヘルニア,212000,1900,1.32,0.035,41,59,2,7,13,19,21,18,20
30,十二指腸炎,9900,1700,4.262,0,36,64,2,9,19,26,23,13,8
31,ピロリ菌 症状,63200,1700,2.408,0.031,31,69,1,10,18,22,23,13,13
32,食道裂孔ヘルニア,105000,1700,1.929,0.064,33,67,1,5,11,22,26,19,16
33,血尿,189000,1700,1.313,0.266,36,64,2,6,10,20,26,18,18
34,膵臓癌,128000,1600,1.694,0.062,40,60,2,5,9,16,23,21,24
35,卵巣嚢腫,167000,1600,1.358,0.002,15,85,1,9,16,25,23,15,11
36,十二指腸 ポリープ,7300,1500,4.445,0,35,65,0,2,6,16,28,26,22
37,ピロリ菌 原因,60600,1500,2.354,0.073,30,70,1,7,14,22,26,17,13
38,胃がん,71000,1500,2.196,0.001,36,64,2,7,9,16,22,19,25
39,急性膵炎,79100,1500,2.045,0.003,38,62,2,11,15,23,23,14,12
40,大腸憩室炎,102000,1500,1.858,0.002,35,65,0,4,8,16,26,24,22
41,肺気腫,172000,1500,1.334,0,43,57,1,6,8,15,22,21,27
42,内視鏡検査,80400,1400,1.977,0.001,41,59,2,7,13,22,24,17,15
43,背中の痛み 真ん中,108000,1400,1.694,0.002,32,68,1,4,10,22,29,19,15
44,膵臓,113000,1400,1.655,0,45,55,2,6,10,17,23,19,23
45,肝臓の数値が高い,150000,1400,1.364,0.7,28,72,1,4,7,16,28,23,21
46,脂肪肝,144000,1400,1.361,0.404,38,62,1,7,14,22,26,16,14
47,腸炎 症状,88500,1300,1.807,0.001,31,69,2,8,16,23,23,15,13
48,虫垂炎,101000,1300,1.683,0.001,49,51,6,17,20,21,16,11,9
49,虚血性腸炎,101000,1300,1.671,0.032,25,75,1,7,12,19,24,20,17
50,過敏性腸症候群 治し方,105000,1300,1.657,0.954,26,74,5,11,15,23,22,14,10
51,卵巣がん 初期症状 8つ,110000,1300,1.58,0.908,8,92,1,5,11,27,29,16,11
52,ネフローゼ症候群,131000,1300,1.423,0.864,32,68,2,12,13,21,22,15,15
53,慢性胃炎,40700,1200,2.498,0.022,33,67,2,7,15,22,21,17,16
54,タール便,41600,1200,2.483,0.001,30,70,2,18,23,23,19,9,6
55,胃酸過多 症状,44100,1200,2.45,0.002,32,68,2,6,10,18,22,20,22
56,尿路結石,131000,1200,1.368,0.03,42,58,4,15,17,19,20,14,11
57,腹膜炎とは,60100,1100,1.98,0.001,35,65,2,9,14,22,23,16,14
58,スキルス性胃がん,79200,1100,1.777,0.012,33,67,2,8,15,23,22,16,14
59,胆嚢,87600,1100,1.692,0.004,41,59,3,7,10,17,22,19,22
60,十二支,125000,1100,1.303,0,46,54,6,6,9,13,17,20,29
61,潰瘍,43100,1000,2.28,0,40,60,5,12,14,19,21,15,14
62,crp 正常値,94600,990,1.521,0.162,31,69,1,13,9,13,18,20,26
63,胆管炎,51400,960,2.066,0.004,32,68,1,8,10,17,24,20,20
64,腫瘍マーカー,96400,940,1.397,0.67,55,45,1,4,8,18,26,23,20
65,動脈硬化,99500,920,1.374,0.339,34,66,1,5,7,16,25,22,24
66,胃痙攣 症状,52700,890,1.934,0.035,23,77,2,8,16,26,24,14,10
67,膵臓癌 ステージ4 平均余命,81500,890,1.542,0.25,37,63,1,3,7,17,25,23,24
68,逆流性食道炎 市販薬,62300,880,1.764,0,39,61,1,6,13,23,26,18,13
69,イレウスとは,77300,880,1.569,0.002,26,74,1,11,11,18,25,20,14
70,胆嚢癌 症状,46100,860,2.07,0.246,32,68,1,3,6,16,27,24,23
71,バレット食道,55500,860,1.851,0.918,35,65,1,5,11,23,27,19,14
72,胃潰瘍 食事,16500,850,3.087,0.067,31,69,1,7,11,18,23,19,21
73,肝臓がん,62800,850,1.748,0.032,39,61,1,4,8,16,24,22,25
74,貧血 数値,72900,830,1.55,0.003,19,81,1,7,13,27,22,14,16
75,慢性腎臓病,78000,830,1.51,0.048,37,63,1,6,7,15,24,23,24
76,リンパ腫,86800,830,1.407,0.446,39,61,1,5,9,17,23,22,23
77,咽頭癌,78400,820,1.466,0.162,40,60,1,4,10,19,26,21,19
78,胃カメラ 鎮静剤,49000,790,1.869,0.591,26,74,1,4,15,30,27,14,9
79,膵炎,42800,760,1.978,0.003,39,61,2,10,16,23,24,14,11
80,copdとは,84700,760,1.357,0.001,36,64,3,10,8,15,21,20,23
81,ビソプロロールフマル酸塩,79900,750,1.379,0.214,32,68,0,11,10,19,23,19,18
82,十二指腸腺腫,4200,730,4.314,0.002,40,60,1,4,8,15,23,26,23
83,食道炎 症状,34300,720,2.184,0.001,38,62,1,6,11,18,24,19,21
84,血液検査 がん わかる,46200,720,1.881,0.056,34,66,1,4,10,19,24,19,23
85,腹部大動脈瘤,48300,700,1.813,0,38,62,1,10,11,17,21,20,20
86,背中の痛み 真ん中より上,61500,700,1.539,0,33,67,1,3,10,22,30,20,14
87,肝嚢胞,68800,700,1.447,0.646,28,72,0,3,7,21,31,22,16
88,びらん性胃炎,32300,690,2.154,0.286,36,64,0,4,13,25,28,18,12
89,右の背中が痛い,54000,690,1.666,0.885,34,66,1,3,7,19,31,24,15
90,右胸の痛み,70300,690,1.399,0.184,38,62,3,7,12,22,26,18,12
91,硬膜下血腫,78500,690,1.336,0.48,33,67,1,8,10,17,22,20,22
92,痰に血が混じる,78200,690,1.306,0.001,34,66,4,11,14,20,22,16,13
93,逆流性食道炎 食事,41000,680,1.944,0.017,24,76,1,7,12,19,24,20,17
94,逆流性食道炎 薬,42900,680,1.886,0.266,34,66,1,6,12,21,25,20,15
95,胃潰瘍 自然治癒,10300,670,3.287,0,33,67,2,11,18,24,20,12,13
96,胃潰瘍 薬,11300,670,3.194,0,37,63,1,6,13,24,25,16,15
97,胃炎,21300,670,2.57,0.002,33,67,4,13,20,22,17,11,13
98,nsaids,35200,670,2.08,0.005,31,69,1,16,14,21,22,15,11
99,肝硬変,56600,650,1.558,0.001,43,57,2,13,17,21,22,13,12
100,消化に良い食べ物,64100,650,1.384,0.927,31,69,1,3,26,33,22,9,6
101,腎臓がん,58600,640,1.524,0.014,40,60,1,3,7,16,25,23,25
102,ネキシウムカプセル20mg,58500,630,1.545,0.016,31,69,0,5,8,16,22,22,27
103,頻脈,60500,630,1.469,0.006,33,67,2,9,11,18,22,19,19
104,便潜血,62700,630,1.388,0.498,42,58,0,4,14,26,28,17,11
105,ファモチジン錠10mg,55000,620,1.588,0.211,31,69,1,4,8,16,22,23,26
106,卵巣がん,52800,590,1.544,0.743,21,79,1,6,11,22,26,18,16
107,慢性膵炎 症状,20600,580,2.46,0.321,28,72,1,5,10,22,27,20,15
108,胃カメラ 麻酔,35700,580,1.899,0.011,31,69,1,6,15,23,24,19,12
109,腫瘍,57000,580,1.458,0.152,45,55,3,6,8,15,23,21,24
110,コロコロウンチの原因,62500,580,1.379,0.987,18,82,2,8,11,18,25,19,17
111,ブスコパン錠 効果,45000,570,1.666,0.041,26,74,2,9,14,24,23,16,12
112,エコー検査,48000,570,1.639,0.163,42,58,2,4,7,14,22,22,29
113,胃炎 治るまでの期間,16300,560,2.645,0,30,70,2,11,18,25,22,12,10
114,潰瘍性大腸炎 症状,36300,560,1.87,0.358,27,73,2,10,11,17,26,21,13
115,尿路感染,52800,560,1.471,0.231,29,71,1,10,15,19,24,18,13
116,大腸,38900,550,1.792,0.26,42,58,2,7,10,17,22,20,22
117,徐脈,52600,550,1.471,0.932,33,67,1,10,12,20,23,17,17
118,脳動脈瘤,58000,550,1.378,0.013,29,71,1,6,10,20,26,20,17
119,胆石症,14800,540,2.711,0.001,37,63,2,16,18,24,20,11,9
120,腹水 症状 見分け方,32400,540,1.92,0.462,27,73,1,5,13,24,29,15,13
121,経管栄養,46600,530,1.555,0.026,23,77,2,14,13,21,25,16,9
122,ストロカイン錠5mg,30400,520,1.977,0.625,28,72,1,5,10,20,24,21,19
123,ct検査 費用,40500,500,1.639,0.619,40,60,1,8,14,23,23,16,15
124,腸閉塞 原因 最多,47000,500,1.487,0.009,33,67,1,4,8,19,27,21,20
125,腸炎,38300,490,1.668,0.01,34,66,3,12,19,23,20,12,11
126,肝機能障害 症状,43700,490,1.526,0.241,36,64,1,10,16,23,26,14,10
127,マロリーワイス症候群,33600,480,1.775,0.074,32,68,2,19,20,23,19,11,6
128,尿管結石 痛み 場所,36300,470,1.655,0.387,50,50,2,7,15,23,27,16,10
129,腎嚢胞,43300,470,1.519,0.967,36,64,0,3,8,19,28,23,19
130,細菌性胃腸炎,45500,470,1.45,0.095,27,73,2,12,21,24,21,12,8
131,胃下垂,50100,470,1.383,0.059,37,63,13,27,20,17,12,6,5
132,心窩部痛,21900,460,2.168,0.003,27,73,2,20,19,22,19,11,7
133,フェロミア錠50mg,42700,460,1.491,0.27,22,78,1,10,16,26,22,12,13
134,キャベジン,47000,460,1.41,0.004,43,57,2,12,14,18,21,16,17
135,胃がん 進行速度,15900,450,2.461,0.002,33,67,1,4,9,21,25,20,20
136,オメプラゾール,35300,450,1.677,0.892,29,71,1,23,14,18,19,13,12
137,シロスタゾール,42700,450,1.479,0.984,33,67,0,16,14,21,22,15,12
138,お腹痛い,43400,450,1.46,0,23,77,16,17,19,23,17,5,3
139,後縦靭帯骨化症,44100,440,1.41,0.001,38,62,1,9,11,19,25,20,15
140,マーズレンs配合顆粒,38800,430,1.555,0,32,68,0,8,12,19,21,19,21
141,エゼチミブ錠10mg,46500,430,1.382,0.918,34,66,0,6,8,15,23,23,25
142,ラックビー,47900,430,1.342,0.608,30,70,1,7,15,21,21,17,18
143,腹膜炎,21000,420,2.095,0.424,35,65,3,13,20,24,20,11,9
144,総胆管結石,22100,420,2.067,0.283,34,66,1,13,12,18,24,18,14
145,レントゲン,45700,420,1.336,0.045,39,61,3,8,12,20,22,17,18
146,タケキャブ 胃がん,14800,410,2.46,0.169,39,61,0,3,8,18,25,22,24
147,ラフチジン錠10mg,31100,410,1.723,0.149,28,72,0,6,11,19,24,20,20
148,胆石 原因,34600,410,1.575,0.423,32,68,1,6,13,22,28,17,13
149,日常生活自立度,42000,410,1.388,0.034,34,66,1,19,20,25,20,10,5
150,胃潰瘍 入院,6800,400,3.18,0.001,36,64,2,15,22,23,21,10,7
151,ストレス 胃痛,21800,400,1.986,0.004,28,72,3,13,21,28,21,8,6
152,肺塞栓症,35400,400,1.56,0.228,33,67,1,13,13,18,20,17,18
153,過敏性腸症候群 症状,19900,390,2.106,0.006,21,79,11,17,13,19,19,11,10
154,急性肝炎,27200,390,1.758,0.653,34,66,2,11,14,23,25,15,10
155,消化にいい食べ物,40200,390,1.406,0.155,29,71,6,33,25,19,10,4,3
156,尿管結石 石が出る前兆,42400,390,1.312,0.203,49,51,1,6,14,24,29,16,10
157,慢性胃炎 治し方,15200,380,2.331,0.41,34,66,1,5,13,24,25,18,14
158,肝硬変 寿命,36500,380,1.453,0.212,38,62,1,5,12,20,28,20,14
159,肝血管腫とは,36400,380,1.425,0.36,30,70,0,3,12,29,31,16,9
160,びらんとは,38600,380,1.409,0,31,69,2,13,12,20,22,15,16
161,急性心筋梗塞,42500,380,1.306,0.174,37,63,3,10,13,24,25,14,11
162,ピロリ菌とは,17700,370,2.167,0.005,37,63,5,13,15,19,21,14,13
163,虫垂炎 盲腸 違い,35900,370,1.456,0.625,36,64,1,6,14,25,24,17,13
164,腰椎圧迫骨折,43300,370,1.318,0.02,33,67,1,7,7,12,22,23,28
165,高尿酸血症,35300,360,1.425,0.971,50,50,1,14,14,20,22,16,13
166,パンシロン,36800,360,1.405,0.098,37,63,1,12,17,22,19,14,15
167,腹膜炎 初期症状,15000,350,2.281,0.895,28,72,1,9,15,24,23,15,13
168,下腹部の痛み 男性,25600,350,1.688,0.005,89,11,2,6,14,22,26,17,13
169,イレウス,28300,350,1.627,0,30,70,1,15,14,21,23,16,10
170,脾臓とは,31400,350,1.559,0.099,36,64,3,6,9,15,25,21,21
171,間欠性跛行,34800,350,1.498,0.007,41,59,2,15,9,13,17,18,26
172,癌,34500,350,1.465,0.001,46,54,5,8,10,17,22,19,19
173,胃カメラ 怖い,13400,340,2.34,0.002,28,72,5,14,19,27,20,7,8
174,h2ブロッカー,16400,340,2.15,0.247,41,59,1,10,13,19,23,19,15
175,非ステロイド性抗炎症薬,17200,340,2.119,0.003,28,72,1,15,10,18,22,18,16
176,胃ポリープ,17200,340,2.073,0.063,31,69,1,3,10,25,29,19,13
